vehicle_class,engine_size,cylinders,transmission,fuel_type,fuel_consumption_comb,co2_emissions
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.2,214.0
mid-size,2.0,4,Manual,Premium gasoline,9.7,227.0
minicompact,2.0,4,Automatic with select shift,Premium gasoline,8.4,197.0
minicompact,2.0,4,Manual,Premium gasoline,9.0,210.0
mid-size,2.0,4,Manual,Premium gasoline,9.7,228.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,8.4,197.0
subcompact,2.0,4,Manual,Premium gasoline,9.0,210.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.2,214.0
mid-size,2.0,4,Manual,Premium gasoline,9.7,227.0
minicompact,2.0,4,Automatic with select shift,Premium gasoline,8.4,197.0
mid-size,2.0,4,Manual,Premium gasoline,9.7,228.0
compact,1.2,3,Continuously variable,Regular gasoline,6.2,143.0
compact,1.2,3,Manual,Regular gasoline,6.5,151.0
compact,1.2,3,Continuously variable,Regular gasoline,6.4,148.0
compact,1.2,3,Manual,Regular gasoline,6.6,153.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,10.6,246.0
suv - small,2.0,4,Continuously variable,Regular gasoline,8.8,206.0
suv - small,2.4,4,Continuously variable,Regular gasoline,9.4,218.0
two-seater,3.7,6,Manual,Premium gasoline,11.5,270.0
two-seater,3.7,6,Automatic with select shift,Premium gasoline,11.5,271.0
two-seater,3.7,6,Manual,Premium gasoline,11.8,279.0
mid-size,2.5,4,Continuously variable,Regular gasoline,7.4,174.0
mid-size,2.0,4,Continuously variable,Regular gasoline,8.1,190.0
mid-size,2.5,4,Continuously variable,Regular gasoline,7.5,177.0
mid-size,2.5,4,Continuously variable,Regular gasoline,7.9,186.0
mid-size,2.5,4,Continuously variable,Regular gasoline,8.1,190.0
suv - standard,5.6,8,Automatic with select shift,Regular gasoline,15.5,364.0
pickup truck - small,2.5,4,Automatic,Regular gasoline,12.3,290.0
pickup truck - small,4.0,6,Automatic,Regular gasoline,12.7,299.0
subcompact,3.8,6,Automated manual,Premium gasoline,12.6,295.0
mid-size,3.5,6,Continuously variable,Premium gasoline,9.9,233.0
station wagon - mid-size,3.5,6,Continuously variable,Regular gasoline,10.2,240.0
station wagon - mid-size,3.5,6,Continuously variable,Regular gasoline,10.3,242.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,8.0,188.0
station wagon - small,2.0,4,Manual,Regular gasoline,9.2,217.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,8.4,198.0
suv - small,2.5,4,Continuously variable,Regular gasoline,8.2,192.0
suv - small,2.5,4,Continuously variable,Regular gasoline,8.7,204.0
mid-size,1.8,4,Manual,Regular gasoline,7.8,183.0
minicompact,3.0,6,Manual,Premium gasoline,11.2,260.0
minicompact,3.0,6,Automated manual,Premium gasoline,10.7,249.0
minicompact,3.0,6,Manual,Premium gasoline,10.3,242.0
minicompact,3.0,6,Automated manual,Premium gasoline,10.6,248.0
minicompact,3.0,6,Manual,Premium gasoline,12.3,286.0
minicompact,3.0,6,Manual,Premium gasoline,11.2,260.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.9,232.0
minicompact,3.0,6,Automated manual,Premium gasoline,9.9,231.0
two-seater,3.8,6,Automated manual,Premium gasoline,13.5,315.0
two-seater,4.0,6,Automated manual,Premium gasoline,13.9,324.0
two-seater,4.0,6,Automated manual,Premium gasoline,14.4,335.0
two-seater,4.0,6,Manual,Premium gasoline,14.1,334.0
two-seater,4.0,6,Manual,Premium gasoline,15.1,350.0
minicompact,3.8,6,Automated manual,Premium gasoline,11.4,267.0
minicompact,3.8,6,Automated manual,Premium gasoline,11.4,267.0
minicompact,3.8,6,Automated manual,Premium gasoline,12.7,297.0
two-seater,2.5,4,Automated manual,Premium gasoline,9.9,231.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,11.4,265.0
suv - standard,2.9,6,Automatic with select shift,Premium gasoline,11.8,275.0
suv - standard,4.0,8,Automatic with select shift,Premium gasoline,14.1,329.0
two-seater,2.5,4,Automated manual,Premium gasoline,9.9,231.0
suv - small,2.0,4,Automated manual,Premium gasoline,11.3,264.0
suv - small,3.0,6,Automated manual,Premium gasoline,11.7,272.0
full-size,3.0,6,Automated manual,Premium gasoline,10.7,250.0
full-size,3.0,6,Automated manual,Premium gasoline,10.9,253.0
full-size,3.0,6,Automated manual,Premium gasoline,10.9,253.0
full-size,3.0,6,Automated manual,Premium gasoline,10.7,250.0
full-size,2.9,6,Automated manual,Premium gasoline,11.2,261.0
full-size,2.9,6,Automated manual,Premium gasoline,11.2,261.0
full-size,2.9,6,Automated manual,Premium gasoline,11.6,273.0
full-size,4.0,8,Automated manual,Premium gasoline,12.6,295.0
full-size,4.0,8,Automated manual,Premium gasoline,13.4,313.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,10.8,253.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,10.4,246.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,13.6,320.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,12.4,290.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,11.1,260.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,13.8,325.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,12.9,302.0
pickup truck - standard,3.0,6,Automatic,Diesel,10.4,278.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,11.9,280.0
pickup truck - standard,3.6,6,Automatic,Ethanol (E85),17.0,283.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,14.8,346.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,13.6,319.0
pickup truck - standard,3.0,6,Automatic,Diesel,10.8,289.0
pickup truck - standard,3.6,6,Automatic,Regular gasoline,12.6,294.0
pickup truck - standard,3.6,6,Automatic,Ethanol (E85),18.0,300.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,16.3,382.0
pickup truck - standard,5.7,8,Automatic,Regular gasoline,14.0,328.0
station wagon - mid-size,6.5,12,Automatic with select shift,Premium gasoline,16.3,382.0
full-size,6.5,12,Automatic with select shift,Premium gasoline,16.3,382.0
full-size,6.5,12,Automatic with select shift,Premium gasoline,16.3,382.0
suv - standard,2.4,4,Continuously variable,Regular gasoline,10.4,244.0
minicompact,2.0,4,Manual,Premium gasoline,9.9,231.0
suv - small,2.5,4,Continuously variable,Regular gasoline,8.2,192.0
mid-size,2.0,4,Manual,Regular gasoline,8.9,209.0
station wagon - small,2.0,4,Continuously variable,Regular gasoline,7.6,177.0
mid-size,2.5,4,Continuously variable,Regular gasoline,8.2,193.0
compact,2.5,4,Manual,Premium gasoline,12.7,296.0
mid-size,3.5,6,Automatic with select shift,Regular gasoline,9.4,220.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,7.4,173.0
mid-size,2.5,4,Automatic with select shift,Regular gasoline,7.5,175.0
compact,2.0,4,Automatic with select shift,Regular gasoline,8.2,189.0
mid-size,1.8,4,Continuously variable,Regular gasoline,7.6,178.0
mid-size,1.8,4,Continuously variable,Regular gasoline,6.9,163.0
compact,2.0,4,Continuously variable,Regular gasoline,6.7,157.0
compact,2.0,4,Manual,Regular gasoline,7.5,174.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,10.6,250.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,10.6,248.0
mid-size,1.8,4,Continuously variable,Regular gasoline,4.4,105.0
mid-size,1.8,4,Continuously variable,Regular gasoline,4.7,109.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,7.8,183.0
suv - small,2.5,4,Automatic with select shift,Regular gasoline,8.3,190.0
suv - small,2.5,4,Continuously variable,Regular gasoline,6.0,140.0
minivan,3.5,6,Automatic with select shift,Regular gasoline,10.8,254.0
pickup truck - small,3.5,6,Automatic with select shift,Regular gasoline,11.9,278.0
pickup truck - standard,5.7,8,Automatic with select shift,Regular gasoline,16.3,382.0
compact,1.5,4,Manual,Regular gasoline,7.2,169.0
full-size,2.0,4,Automatic with select shift,Premium gasoline,10.4,244.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,10.5,245.0
suv - standard,3.6,6,Automatic with select shift,Regular gasoline,12.2,286.0
compact,2.0,4,Automatic with select shift,Regular gasoline,8.2,191.0
subcompact,2.0,4,Automatic with select shift,Regular gasoline,8.2,191.0
compact,1.4,4,Automatic with select shift,Regular gasoline,7.4,172.0
compact,1.4,4,Manual,Regular gasoline,7.4,172.0
compact,2.0,4,Automated manual,Regular gasoline,8.6,202.0
compact,2.0,4,Manual,Regular gasoline,8.7,203.0
compact,2.0,4,Automated manual,Premium gasoline,9.2,213.0
compact,2.0,4,Manual,Premium gasoline,9.9,232.0
station wagon - small,1.4,4,Automatic with select shift,Regular gasoline,7.6,178.0
station wagon - small,1.4,4,Manual,Regular gasoline,7.4,172.0
compact,1.4,4,Automatic with select shift,Regular gasoline,7.0,162.0
compact,1.4,4,Manual,Regular gasoline,7.0,163.0
compact,2.0,4,Automated manual,Regular gasoline,8.4,196.0
compact,2.0,4,Manual,Regular gasoline,8.5,200.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,9.5,221.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,9.8,228.0
compact,2.0,4,Automatic with select shift,Premium gasoline,8.4,197.0
compact,2.0,4,Automatic with select shift,Premium gasoline,9.4,218.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.2,215.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.4,219.0
station wagon - small,2.0,4,Automatic with select shift,Premium gasoline,8.4,197.0
station wagon - small,2.0,4,Automatic with select shift,Premium gasoline,9.4,219.0
station wagon - small,2.0,4,Automatic with select shift,Premium gasoline,9.3,218.0
station wagon - mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.4,219.0
station wagon - mid-size,2.0,4,Automatic with select shift,Premium gasoline,10.0,233.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.0,211.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,10.0,233.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,10.4,242.0
suv - standard,2.0,4,Automatic with select shift,Premium gasoline,10.0,233.0
suv - standard,2.0,4,Automatic with select shift,Premium gasoline,10.7,250.0
suv - small,3.5,6,Automatic with select shift,Premium gasoline,10.9,254.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,10.3,241.0
compact,3.5,6,Automatic with select shift,Premium gasoline,10.3,240.0
mid-size,2.9,6,Automatic,Premium gasoline,11.6,271.0
suv - small,2.9,6,Automatic,Premium gasoline,12.3,288.0
two-seater,4.0,8,Automatic,Premium gasoline,11.5,270.0
two-seater,4.0,8,Manual,Premium gasoline,14.2,333.0
subcompact,2.0,4,Automated manual,Regular gasoline,7.8,182.0
subcompact,2.0,4,Automated manual,Regular gasoline,9.5,224.0
subcompact,2.0,4,Automated manual,Regular gasoline,9.5,224.0
compact,2.0,4,Automated manual,Premium gasoline,8.8,205.0
station wagon - small,2.0,4,Automated manual,Premium gasoline,8.8,206.0
subcompact,2.0,4,Automated manual,Premium gasoline,8.8,205.0
subcompact,2.0,4,Automated manual,Premium gasoline,8.8,206.0
mid-size,2.0,4,Automated manual,Premium gasoline,8.8,205.0
mid-size,2.0,4,Automated manual,Premium gasoline,8.7,205.0
mid-size,3.0,6,Automated manual,Premium gasoline,9.7,226.0
mid-size,3.0,6,Automated manual,Premium gasoline,10.6,247.0
mid-size,3.0,6,Automated manual,Premium gasoline,9.7,226.0
full-size,3.0,6,Automatic with select shift,Premium gasoline,11.5,267.0
full-size,4.0,8,Automatic with select shift,Premium gasoline,13.2,308.0
suv - small,2.0,4,Automated manual,Premium gasoline,9.7,226.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,12.7,296.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,12.7,296.0
two-seater,5.2,10,Automated manual,Premium gasoline,14.9,347.0
two-seater,5.2,10,Automated manual,Premium gasoline,14.9,347.0
subcompact,2.5,5,Automated manual,Premium gasoline,10.4,243.0
compact,3.0,6,Automatic with select shift,Premium gasoline,10.5,245.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,10.5,245.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,10.8,252.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,10.5,245.0
mid-size,2.9,6,Automatic with select shift,Premium gasoline,10.9,255.0
mid-size,2.9,6,Automatic with select shift,Premium gasoline,10.9,255.0
full-size,4.0,8,Automatic with select shift,Premium gasoline,14.5,339.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,11.8,276.0
subcompact,2.0,4,Automated manual,Regular gasoline,9.1,213.0
two-seater,2.0,4,Automated manual,Regular gasoline,9.1,213.0
subcompact,2.5,5,Automated manual,Premium gasoline,10.3,241.0
suv - standard,6.0,12,Automatic with select shift,Premium gasoline,17.2,401.0
compact,4.0,8,Automated manual,Premium gasoline,12.4,291.0
compact,6.0,12,Automated manual,Premium gasoline,15.7,364.0
subcompact,4.0,8,Automated manual,Premium gasoline,12.4,291.0
subcompact,6.0,12,Automated manual,Premium gasoline,16.0,373.0
mid-size,6.0,12,Automated manual,Premium gasoline,16.0,373.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,8.7,204.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,9.4,219.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,8.5,200.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,9.4,219.0
compact,2.0,4,Automatic with select shift,Premium gasoline,8.3,195.0
compact,2.0,4,Automatic with select shift,Premium gasoline,8.7,204.0
compact,2.0,4,Automatic with select shift,Premium gasoline,9.4,219.0
compact,2.0,4,Automatic with select shift,Premium gasoline,9.4,219.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,10.7,249.0
compact,3.0,6,Automatic with select shift,Premium gasoline,9.9,231.0
compact,3.0,6,Automatic with select shift,Premium gasoline,10.0,233.0
compact,3.0,6,Manual,Premium gasoline,11.0,257.0
compact,3.0,6,Automatic with select shift,Premium gasoline,10.0,233.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,8.8,206.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,9.5,222.0
full-size,4.4,8,Automatic with select shift,Premium gasoline,12.4,290.0
full-size,4.4,8,Automatic with select shift,Premium gasoline,12.4,290.0
full-size,4.4,8,Automatic with select shift,Premium gasoline,12.4,290.0
subcompact,3.0,6,Automated manual,Premium gasoline,12.4,290.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,9.9,231.0
subcompact,3.0,6,Manual,Premium gasoline,10.9,255.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,10.0,233.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,9.9,231.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,9.9,231.0
subcompact,3.0,6,Manual,Premium gasoline,10.9,255.0
subcompact,3.0,6,Manual,Premium gasoline,10.9,255.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,10.0,233.0
subcompact,3.0,6,Automatic with select shift,Premium gasoline,10.0,233.0
compact,3.0,6,Automatic with select shift,Premium gasoline,10.0,233.0
compact,3.0,6,Automated manual,Premium gasoline,12.4,290.0
compact,3.0,6,Automated manual,Premium gasoline,12.4,290.0
compact,3.0,6,Automated manual,Premium gasoline,12.4,290.0
mid-size,4.4,8,Automatic with select shift,Premium gasoline,13.8,322.0
mid-size,4.4,8,Automatic with select shift,Premium gasoline,13.8,322.0
mid-size,4.4,8,Automatic with select shift,Premium gasoline,11.7,273.0
full-size,6.5,12,Automatic with select shift,Premium gasoline,15.1,354.0
subcompact,4.4,8,Automatic with select shift,Premium gasoline,13.8,322.0
subcompact,4.4,8,Automatic with select shift,Premium gasoline,13.8,322.0
subcompact,4.4,8,Automatic with select shift,Premium gasoline,13.8,322.0
subcompact,4.4,8,Automatic with select shift,Premium gasoline,13.8,322.0
mid-size,4.4,8,Automatic with select shift,Premium gasoline,13.8,322.0
mid-size,4.4,8,Automatic with select shift,Premium gasoline,13.8,322.0
subcompact,4.4,8,Automatic with select shift,Premium gasoline,12.4,290.0
subcompact,4.4,8,Automatic with select shift,Premium gasoline,11.7,273.0
mid-size,4.4,8,Automatic with select shift,Premium gasoline,12.4,290.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.1,213.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,8.8,207.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.0,210.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.2,215.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,14.6,339.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,14.6,339.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,10.1,235.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.2,215.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,14.6,339.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,14.6,339.0
suv - small,3.0,6,Automatic with select shift,Premium gasoline,10.1,235.0
suv - standard,4.4,8,Automatic with select shift,Premium gasoline,12.8,302.0
suv - standard,4.4,8,Automatic with select shift,Premium gasoline,12.8,302.0
suv - standard,3.0,6,Automatic with select shift,Premium gasoline,10.5,245.0
suv - standard,4.4,8,Automatic with select shift,Premium gasoline,12.8,302.0
suv - standard,4.4,8,Automatic with select shift,Premium gasoline,13.6,318.0
suv - standard,4.4,8,Automatic with select shift,Premium gasoline,13.6,318.0
two-seater,2.0,4,Automatic with select shift,Premium gasoline,8.5,200.0
two-seater,3.0,6,Automatic with select shift,Premium gasoline,9.3,216.0
suv - standard,3.6,6,Automatic,Regular gasoline,11.8,277.0
suv - small,1.4,4,Automatic with select shift,Regular gasoline,9.1,214.0
suv - small,1.2,3,Continuously variable,Regular gasoline,8.4,198.0
suv - small,1.3,3,Automatic,Regular gasoline,8.5,199.0
suv - small,2.0,4,Automatic,Premium gasoline,10.7,250.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.0,211.0
mid-size,3.6,6,Automatic with select shift,Regular gasoline,10.9,255.0
compact,2.0,4,Automatic with select shift,Premium gasoline,8.7,203.0
compact,2.7,4,Automatic with select shift,Premium gasoline,9.9,232.0
compact,2.0,4,Automatic with select shift,Premium gasoline,9.1,213.0
compact,2.7,4,Automatic with select shift,Premium gasoline,10.2,238.0
compact,2.7,4,Automatic with select shift,Premium gasoline,10.0,234.0
compact,2.7,4,Automatic with select shift,Premium gasoline,10.2,238.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.0,209.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,11.0,256.0
mid-size,2.0,4,Automatic with select shift,Premium gasoline,9.5,221.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,11.5,268.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,11.3,263.0
mid-size,3.0,6,Automatic with select shift,Premium gasoline,11.8,276.0
full-size,3.6,6,Automatic with select shift,Regular gasoline,11.0,259.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.2,333.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,9.8,227.0
suv - small,2.0,4,Automatic with select shift,Premium gasoline,10.1,235.0
suv - small,3.6,6,Automatic with select shift,Regular gasoline,11.6,270.0
suv - small,3.6,6,Automatic with select shift,Regular gasoline,11.8,277.0
suv - small,2.0,4,Automatic,Regular gasoline,9.8,225.0
suv - small,2.5,4,Automatic,Regular gasoline,10.2,238.0
suv - small,2.0,4,Automatic,Regular gasoline,10.1,232.0
suv - small,3.6,6,Automatic,Regular gasoline,11.4,269.0
subcompact,2.0,4,Automatic with select shift,Premium gasoline,9.4,219.0
subcompact,3.6,6,Automatic with select shift,Regular gasoline,10.5,247.0
subcompact,3.6,6,Manual,Regular gasoline,11.9,280.0
subcompact,6.2,8,Automatic with select shift,Premium gasoline,12.1,282.0
subcompact,6.2,8,Manual,Premium gasoline,12.6,296.0
subcompact,6.2,8,Manual,Premium gasoline,14.8,349.0
pickup truck - small,2.5,4,Automatic,Regular gasoline,10.8,252.0
pickup truck - small,3.6,6,Automatic,Regular gasoline,11.7,273.0
pickup truck - small,2.5,4,Automatic,Regular gasoline,11.3,265.0
pickup truck - small,2.8,4,Automatic,Diesel,10.6,284.0
two-seater,6.2,8,Automatic with select shift,Premium gasoline,12.4,290.0
suv - small,1.5,4,Automatic,Regular gasoline,8.4,196.0
suv - small,1.5,4,Automatic,Regular gasoline,8.7,204.0
full-size,3.6,6,Automatic with select shift,Regular gasoline,10.9,255.0
full-size,3.6,6,Automatic with select shift,Ethanol (E85),14.7,246.0
mid-size,1.5,4,Continuously variable,Regular gasoline,7.5,189.0
pickup truck - standard,2.7,4,Automatic,Regular gasoline,11.1,262.0
pickup truck - standard,2.7,4,Automatic,Regular gasoline,11.7,275.0
pickup truck - standard,3.0,6,Automatic,Diesel,8.9,238.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,13.5,318.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,14.4,339.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),18.4,326.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,12.2,286.0
pickup truck - standard,2.7,4,Automatic,Regular gasoline,12.0,280.0
pickup truck - standard,3.0,6,Automatic,Diesel,9.4,252.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,14.1,331.0
pickup truck - standard,4.3,6,Automatic,Regular gasoline,14.8,349.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,14.1,331.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,15.0,350.0
pickup truck - standard,5.3,8,Automatic,Ethanol (E85),18.4,342.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,15.1,354.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,12.9,303.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,12.6,296.0
pickup truck - standard,5.3,8,Automatic,Regular gasoline,13.1,307.0
pickup truck - standard,6.2,8,Automatic,Premium gasoline,15.2,357.0
pickup truck - standard,6.2,8,Automatic,Premium gasoline,14.2,332.0
suv - standard,5.3,8,Automatic,Regular gasoline,14.4,337.0
suv - standard,5.3,8,Automatic,Regular gasoline,14.4,337.0
suv - standard,5.3,8,Automatic,Ethanol (E85),18.4,319.0
suv - standard,6.2,8,Automatic,Premium gasoline,14.6,343.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.8,325.0
suv - standard,5.3,8,Automatic,Regular gasoline,13.8,325.0
suv - standard,6.2,8,Automatic,Premium gasoline,13.9,327.0
suv - standard,3.6,6,Automatic,Regular gasoline,11.8,276.0
suv - small,1.4,4,Automatic with select shift,Regular gasoline,9.1,214.0
minivan,3.6,6,Automatic,Regular gasoline,10.6,249.0
mid-size,6.4,8,Automatic,Premium gasoline,13.0,305.0
mid-size,3.6,6,Automatic,Regular gasoline,11.0,258.0
mid-size,6.4,8,Automatic,Premium gasoline,13.0,305.0
mid-size,6.4,8,Manual,Premium gasoline,13.9,325.0
mid-size,6.2,8,Automatic,Premium gasoline,15.3,358.0
mid-size,6.2,8,Manual,Premium gasoline,15.1,352.0
full-size,6.4,8,Automatic,Premium gasoline,13.0,305.0
full-size,6.4,8,Automatic,Premium gasoline,13.0,305.0
full-size,6.2,8,Automatic,Premium gasoline,15.6,368.0
minivan,3.6,6,Automatic,Regular gasoline,11.8,276.0
suv - small,1.0,3,Automatic with select shift,Regular gasoline,8.4,197.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,9.2,216.0
suv - small,2.0,4,Automatic,Regular gasoline,9.8,229.0
suv - small,2.0,4,Automatic,Regular gasoline,10.0,233.0
suv - small,2.7,6,Automatic with select shift,Regular gasoline,11.0,258.0
suv - small,1.5,3,Automatic,Regular gasoline,7.9,185.0
suv - small,1.5,3,Automatic,Regular gasoline,8.3,196.0
suv - small,2.0,4,Automatic with select shift,Regular gasoline,9.1,213.0
suv - small,2.5,4,Continuously variable,Regular gasoline,5.8,136.0
suv - small,2.5,4,Continuously variable,Regular gasoline,5.9,139.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,12.5,294.0
suv - standard,3.5,6,Automatic with select shift,Regular gasoline,13.1,308.0
suv - standard,2.3,4,Automatic with select shift,Regular gasoline,10.3,241.0
suv - standard,3.0,6,Automatic with select shift,Regular gasoline,11.8,278.0
suv - standard,3.3,6,Automatic with select shift,Regular gasoline,9.6,225.0
pickup truck - standard,2.7,6,Automatic with select shift,Regular gasoline,10.6,249.0
pickup truck - standard,3.0,6,Automatic with select shift,Diesel,9.8,264.0
pickup truck - standard,3.0,6,Automatic with select shift,Diesel,9.8,264.0
pickup truck - standard,3.3,6,Automatic with select shift,Regular gasoline,10.8,254.0
pickup truck - standard,3.3,6,Automatic with select shift,Ethanol (E85),14.8,245.0
pickup truck - standard,3.5,6,Automatic with select shift,Regular gasoline,12.7,298.0
pickup truck - standard,5.0,8,Automatic with select shift,Regular gasoline,12.6,297.0
pickup truck - standard,5.0,8,Automatic with select shift,Ethanol (E85),17.6,293.0
pickup truck - standard,5.0,8,Automatic with select shift,Regular gasoline,13.0,305.0
pickup truck - standard,5.0,8,Automatic with select shift,Ethanol (E85),17.7,294.0
pickup truck - standard,5.0,8,Automatic with select shift,Regular gasoline,13.6,319.0
pickup truck - standard,5.0,8,Automatic with select shift,Ethanol (E85),18.0,300.0
pickup truck - standard,2.7,6,Automatic with select shift,Regular gasoline,11.8,277.0
pickup truck - standard,3.0,6,Automatic with select shift,Diesel,10.8,290.0
pickup truck - standard,3.0,6,Automatic with select shift,Diesel,10.0,270.0
pickup truck - standard,3.3,6,Automatic with select shift,Regular gasoline,11.7,274.0
pickup truck - standard,3.3,6,Automatic with select shift,Ethanol (E85),15.9,265.0
pickup truck - standard,3.5,6,Automatic with select shift,Regular gasoline,13.0,304.0
pickup truck - standard,5.0,8,Automatic with select shift,Regular gasoline,13.5,317.0
pickup truck - standard,5.0,8,Automatic with select shift,Ethanol (E85),17.8,296.0
two-seater,3.5,6,Automated manual,Premium gasoline,16.6,393.0
subcompact,2.3,4,Manual,Regular gasoline,9.7,226.0
subcompact,5.0,8,Manual,Regular gasoline,13.3,312.0
subcompact,5.0,8,Manual,Regular gasoline,13.6,319.0
subcompact,2.3,4,Automatic with select shift,Regular gasoline,10.3,242.0
subcompact,2.3,4,Automatic with select shift,Regular gasoline,10.4,244.0
subcompact,2.3,4,Manual,Regular gasoline,10.7,252.0
subcompact,5.0,8,Automatic with select shift,Regular gasoline,12.9,303.0
subcompact,5.2,8,Manual,Premium gasoline,14.5,342.0
subcompact,5.2,8,Automated manual,Premium gasoline,16.7,392.0
van - passenger,3.5,6,Automatic with select shift,Regular gasoline,14.5,340.0
van - passenger,3.5,6,Automatic with select shift,Ethanol (E85),18.4,316.0
van - passenger,3.5,6,Automatic with select shift,Regular gasoline,15.0,352.0
van - passenger,3.5,6,Automatic with select shift,Ethanol (E85),18.4,328.0
special purpose vehicle,2.0,4,Automatic with select shift,Regular gasoline,9.3,219.0
special purpose vehicle,2.5,4,Automatic with select shift,Regular gasoline,10.6,247.0
compact,2.0,4,Automatic with select shift,Premium gasoline,10.2,238.0
compact,3.3,6,Automatic with select shift,Premium gasoline,12.0,284.0
full-size,3.3,6,Automatic with select shift,Premium gasoline,11.8,280.0
full-size,5.0,8,Automatic with select shift,Premium gasoline,13.1,311.0
suv - standard,2.0,4,Automatic,Regular gasoline,9.8,225.0
suv - standard,2.5,4,Automatic,Regular gasoline,10.2,238.0
suv - standard,3.6,6,Automatic,Regular gasoline,10.9,257.0
suv - standard,2.0,4,Automatic,Regular gasoline,10.1,232.0
suv - standard,3.6,6,Automatic,Regular gasoline,11.4,269.0
